"Date","Player","Country","Runs","NotOut","Minutes","BallsFaced","Fours","Sixes","StrikeRate","Innings","Participation","Opposition","Ground"
2023-08-20,"Waseem Abbas ","MLT",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Romania","Ilfov County"
2023-08-20,"C Sudarsanan ","MLT",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Romania","Ilfov County"
2023-08-20,"S Nadigotla ","ROM",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malta","Ilfov County"
2023-08-20,"S Vashisht ","ROM",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malta","Ilfov County"
2023-08-20,"M Koli ","ROM",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malta","Ilfov County"
2023-08-20,"M Prasanna ","ROM",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malta","Ilfov County"
2023-08-20,"L Gherasim ","ROM",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malta","Ilfov County"
2023-08-20,"Ijaz Hussain ","ROM",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malta","Ilfov County"
2023-08-20,"R Athapaththu ","ROM",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malta","Ilfov County"
2023-08-20,"S Periyalwar ","ROM",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malta","Ilfov County"
2023-08-20,"Bilal Hassun ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-20,"S Nsubuga ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-20,"H Ssenyondo ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-20,"I Ntirenganya ","RWN",NA,FALSE,NA,NA,NA,NA,NA,2,"Absent","Uganda","Rwanda"
2023-08-20,"Sukhkaran Sahi ","ROM",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Malta","Ilfov County"
2023-08-20,"YM Nkanya ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Uganda","Rwanda"
2023-08-20,"Jitin Singh ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Uganda","Rwanda"
2023-08-20,"H Ssenyondo ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Tanzania","Rwanda"
2023-08-20,"Bilal Hassun ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Tanzania","Rwanda"
2023-08-20,"J Sebanja ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Tanzania","Rwanda"
2023-08-20,"S Nsubuga ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Tanzania","Rwanda"
2023-08-20,"CN Kakuru ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Tanzania","Rwanda"
2023-08-20,"M Prasidh Krishna ","India",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Ireland","Dublin (Malahide)"
2023-08-20,"JJ Bumrah ","India",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Ireland","Dublin (Malahide)"
2023-08-20,"Arshdeep Singh ","India",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Ireland","Dublin (Malahide)"
2023-08-20,"Ravi Bishnoi ","India",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Ireland","Dublin (Malahide)"
2023-08-20,"B White ","Ireland",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","India","Dublin (Malahide)"
2023-08-20,"A Ashok ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","United Arab Emirates","Dubai (DICS)"
2023-08-20,"TG Southee ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","United Arab Emirates","Dubai (DICS)"
2023-08-20,"KA Jamieson ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","United Arab Emirates","Dubai (DICS)"
2023-08-20,"BG Lister ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","United Arab Emirates","Dubai (DICS)"
2023-08-20,"Zahoor Khan ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Dubai (DICS)"
2023-08-20,"Muhammad Jawadullah ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Dubai (DICS)"
2023-08-21,"Shaik Basha ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-21,"SA Jumbe ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-21,"AM Kimote ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-21,"YM Nkanya ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-21,"S Thakor ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-21,"E Niyomugabo ","RWN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Tanzania","Rwanda"
2023-08-21,"M Akayezu ","RWN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Tanzania","Rwanda"
2023-08-21,"O Manishimwe ","RWN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Tanzania","Rwanda"
2023-08-21,"E Rukiriza ","RWN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Tanzania","Rwanda"
2023-08-21,"E Sebareme ","RWN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Tanzania","Rwanda"
2023-08-21,"Z Bimenyimana ","RWN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Tanzania","Rwanda"
2023-08-21,"D Wabwire ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-21,"H Ssenyondo ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-21,"Bilal Hassun ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-21,"M Yunusu Issa ","TAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Uganda","Rwanda"
2023-08-21,"YM Nkanya ","TAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Uganda","Rwanda"
2023-08-22,"E Rukiriza ","RWN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-22,"E Kubwimana ","RWN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-22,"O Manishimwe ","RWN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-22,"AM Kimote ","TAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-22,"M Yunusu Issa ","TAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-22,"Jitin Singh ","TAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-22,"Shaik Basha ","TAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-22,"SA Jumbe ","TAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-22,"YM Nkanya ","TAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-24,"P Murungi ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-24,"S Nsubuga ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-24,"D Wabwire ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-24,"H Ssenyondo ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-24,"H Ssenyondo ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-24,"J Sebanja ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-24,"Bilal Hassun ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-24,"B Masaba ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-24,"CN Kakuru ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-25,"JJ Nyambo ","TAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Uganda","Rwanda"
2023-08-25,"YM Nkanya ","TAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Uganda","Rwanda"
2023-08-25,"M Yunusu Issa ","TAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Uganda","Rwanda"
2023-08-27,"JJ Nyambo ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-27,"YM Nkanya ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-27,"E Kubwimana ","RWN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Tanzania","Rwanda"
2023-08-27,"I Mugisha ","RWN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Uganda","Rwanda"
2023-08-27,"E Kubwimana ","RWN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Uganda","Rwanda"
2023-08-27,"B Masaba ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-27,"D Wabwire ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-27,"P Murungi ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-27,"H Ssenyondo ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-27,"S Nsubuga ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-28,"H Ssenyondo ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-28,"J Sebanja ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-28,"Bilal Hassun ","UGA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Tanzania","Rwanda"
2023-08-28,"JM Iradukunda ","RWN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Uganda","Rwanda"
2023-08-28,"I Mugisha ","RWN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Uganda","Rwanda"
2023-08-28,"E Sebareme ","RWN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Uganda","Rwanda"
2023-08-28,"H Ssenyondo ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-28,"D Wabwire ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-28,"R Lutaaya ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-28,"K Waiswa ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-28,"CN Kakuru ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-28,"S Nsubuga ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-28,"AR Ramjani ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-30,"SA Jumbe ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-30,"YM Nkanya ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-30,"SH Johnson ","Australia",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","South Africa","Durban"
2023-08-30,"T Sangha ","Australia",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","South Africa","Durban"
2023-08-30,"NT Ellis ","Australia",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","South Africa","Durban"
2023-08-30,"AU Rashid ","England",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Chester-le-Street"
2023-08-30,"SM Curran ","England",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Chester-le-Street"
2023-08-30,"JC Buttler ","England",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Chester-le-Street"
2023-08-30,"BA Carse ","England",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Chester-le-Street"
2023-08-30,"MM Ali ","England",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Chester-le-Street"
2023-08-30,"L Wood ","England",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Chester-le-Street"
2023-08-31,"K Waiswa ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-31,"Bilal Hassun ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-31,"CN Kakuru ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-31,"S Nsubuga ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-31,"AR Ramjani ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-31,"H Ssenyondo ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-31,"D Wabwire ","UGA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Rwanda","Rwanda"
2023-08-31,"YM Nkanya ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-31,"DA Mehta ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-08-31,"SA Jumbe ","TAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Rwanda","Rwanda"
2023-09-01,"T Shamsi ","South Africa",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Australia","Durban"
2023-09-01,"JP Behrendorff ","Australia",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","South Africa","Durban"
2023-09-01,"SA Abbott ","Australia",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","South Africa","Durban"
2023-09-01,"AM Hardie ","Australia",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","South Africa","Durban"
2023-09-01,"A Zampa ","Australia",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","South Africa","Durban"
2023-09-01,"TH David ","Australia",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","South Africa","Durban"
2023-09-01,"MP Stoinis ","Australia",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","South Africa","Durban"
2023-09-01,"NT Ellis ","Australia",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","South Africa","Durban"
2023-09-01,"LS Livingstone ","England",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","New Zealand","Manchester"
2023-09-01,"SM Curran ","England",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","New Zealand","Manchester"
2023-09-01,"AAP Atkinson ","England",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","New Zealand","Manchester"
2023-09-01,"BA Carse ","England",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","New Zealand","Manchester"
2023-09-01,"AU Rashid ","England",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","New Zealand","Manchester"
2023-09-03,"LB Williams ","South Africa",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Australia","Durban"
2023-09-03,"SA Abbott ","Australia",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","South Africa","Durban"
2023-09-03,"NT Ellis ","Australia",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","South Africa","Durban"
2023-09-03,"T Sangha ","Australia",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","South Africa","Durban"
2023-09-03,"SH Johnson ","Australia",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","South Africa","Durban"
2023-09-03,"KA Jamieson ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","England","Birmingham"
2023-09-03,"TG Southee ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","England","Birmingham"
2023-09-03,"IS Sodhi ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","England","Birmingham"
2023-09-03,"MJ Henry ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","England","Birmingham"
2023-09-05,"AU Rashid ","England",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","New Zealand","Nottingham"
2023-09-05,"L Wood ","England",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","New Zealand","Nottingham"
2023-09-05,"IS Sodhi ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","England","Nottingham"
2023-09-05,"TG Southee ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","England","Nottingham"
2023-09-05,"MJ Henry ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","England","Nottingham"
2023-09-05,"MJ Santner ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","England","Nottingham"
2023-09-05,"KA Jamieson ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","England","Nottingham"
2023-09-15,"Ishtiaq Ahmad ","KSA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Kuwait","Doha"
2023-09-15,"MNM Aslam ","KUW",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-15,"Sayed Monib ","KUW",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-15,"Shahrukh Quddus ","KUW",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-15,"YI Patel ","KUW",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-15,"Muhammad Jabir ","QAT",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Bahrain","Doha"
2023-09-15,"Ali Dawood ","BHR",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Qatar","Doha"
2023-09-15,"Abdul Majid ","BHR",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Qatar","Doha"
2023-09-16,"Basil Hameed ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Oman","Doha"
2023-09-16,"Zahoor Khan ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Oman","Doha"
2023-09-16,"Junaid Siddique ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Oman","Doha"
2023-09-16,"Aayan Afzal Khan ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Oman","Doha"
2023-09-16,"Muhammad Jawadullah ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Oman","Doha"
2023-09-16,"V Aravind ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Oman","Doha"
2023-09-16,"Shakeel Ahmed ","OMA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","United Arab Emirates","Doha"
2023-09-16,"Fayyaz Butt ","OMA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","United Arab Emirates","Doha"
2023-09-16,"Bilal Khan ","OMA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","United Arab Emirates","Doha"
2023-09-16,"Shiraz Khan ","KUW",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bahrain","Doha"
2023-09-16,"YI Patel ","KUW",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bahrain","Doha"
2023-09-16,"MNM Aslam ","KUW",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bahrain","Doha"
2023-09-16,"Sayed Monib ","KUW",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bahrain","Doha"
2023-09-16,"Parvindar Kumar ","KUW",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bahrain","Doha"
2023-09-16,"Shahrukh Quddus ","KUW",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bahrain","Doha"
2023-09-16,"Ahsan ul Haq ","KUW",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bahrain","Doha"
2023-09-17,"Muhammad Jabir ","QAT",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Oman","Doha"
2023-09-17,"Bipin Kumar ","QAT",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Oman","Doha"
2023-09-17,"Ali Naseer ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-17,"Ansh Tandon ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-17,"Basil Hameed ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-17,"Zahoor Khan ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-17,"Junaid Siddique ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-17,"Aayan Afzal Khan ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-17,"Muhammad Jawadullah ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-18,"Bukhar Illikkal ","QAT",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Kuwait","Doha"
2023-09-18,"Jassim Khan ","QAT",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Kuwait","Doha"
2023-09-18,"H Rathod ","QAT",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Kuwait","Doha"
2023-09-18,"Bipin Kumar ","QAT",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Kuwait","Doha"
2023-09-18,"Muhammad Murad ","QAT",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Kuwait","Doha"
2023-09-18,"Muhammad Jabir ","QAT",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Kuwait","Doha"
2023-09-18,"Abdul Majid ","BHR",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-18,"Rizwan Butt ","BHR",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-18,"Ali Dawood ","BHR",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-18,"Mohsin Zaki ","BHR",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-18,"Yousif Wali ","BHR",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Saudi Arabia","Doha"
2023-09-19,"Rizwan Haider ","MAS",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Hong Kong","Kuala Lumpur"
2023-09-19,"Basil Hameed ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Kuwait","Doha"
2023-09-19,"Zahoor Khan ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Kuwait","Doha"
2023-09-19,"Junaid Siddique ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Kuwait","Doha"
2023-09-19,"Aayan Afzal Khan ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Kuwait","Doha"
2023-09-19,"Muhammad Jawadullah ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Kuwait","Doha"
2023-09-19,"YI Patel ","KUW",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","United Arab Emirates","Doha"
2023-09-19,"Mohamed Shafeeq ","KUW",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","United Arab Emirates","Doha"
2023-09-19,"Abdul Majid ","BHR",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Oman","Doha"
2023-09-19,"Ali Dawood ","BHR",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Oman","Doha"
2023-09-19,"Mohsin Zaki ","BHR",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Oman","Doha"
2023-09-19,"Bilal Khan ","OMA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bahrain","Doha"
2023-09-20,"Rizwan Haider ","MAS",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Papau New Guinea","Kuala Lumpur"
2023-09-20,"CJA Amini ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malaysia","Kuala Lumpur"
2023-09-20,"N Vanua ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malaysia","Kuala Lumpur"
2023-09-20,"R Hekure ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malaysia","Kuala Lumpur"
2023-09-20,"A Nao ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malaysia","Kuala Lumpur"
2023-09-20,"H Hiri ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malaysia","Kuala Lumpur"
2023-09-20,"J Kariko ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malaysia","Kuala Lumpur"
2023-09-20,"L Siaka ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malaysia","Kuala Lumpur"
2023-09-20,"SI Kamea ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malaysia","Kuala Lumpur"
2023-09-20,"Zahoor Khan ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Qatar","Doha"
2023-09-20,"Muhammad Jawadullah ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Qatar","Doha"
2023-09-20,"Bilal Khan ","OMA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Saudi Arabia","Doha"
2023-09-20,"Shoaib Khan ","OMA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Saudi Arabia","Doha"
2023-09-20,"Fayyaz Butt ","OMA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Saudi Arabia","Doha"
2023-09-20,"Ahmed Baladraf ","KSA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Oman","Doha"
2023-09-20,"Khalander Mustafa ","KSA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Oman","Doha"
2023-09-21,"J Kariko ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Hong Kong","Kuala Lumpur"
