"Date","Player","Country","Runs","NotOut","Minutes","BallsFaced","Fours","Sixes","StrikeRate","Innings","Participation","Opposition","Ground"
2019-10-24,"RN ten Doeschate ","NED",3,FALSE,NA,8,0,0,37.5,1,"B","Papau New Guinea","ICCA Dubai"
2019-10-24,"K Doriga ","Papau New Guinea",3,FALSE,NA,4,0,0,75,2,"B","Netherlands","ICCA Dubai"
2019-10-25,"D Heyliger ","Canada",3,FALSE,NA,2,0,0,150,1,"B","Oman","Abu Dhabi"
2019-10-26,"Yasir Ali ","ESP",3,FALSE,NA,5,0,0,60,2,"B","Gibraltar","Cartagena"
2019-10-26,"R Panchal ","ESP",3,FALSE,NA,8,0,0,37.5,1,"B","Portugal","Cartagena"
2019-10-27,"TP Ura ","Papau New Guinea",3,FALSE,NA,6,0,0,50,1,"B","Kenya","Dubai (DICS)"
2019-10-27,"SR Bhudia ","Kenya",3,FALSE,NA,14,0,0,21.4285714285714,2,"B","Papau New Guinea","Dubai (DICS)"
2019-10-27,"LN Oluoch ","Kenya",3,FALSE,NA,8,0,0,37.5,2,"B","Papau New Guinea","Dubai (DICS)"
2019-10-27,"CD Wallace ","Scotland",3,FALSE,NA,4,0,0,75,1,"B","Netherlands","Dubai (DICS)"
2019-10-27,"K Nestor ","GIBR",3,FALSE,NA,10,0,0,30,1,"B","Spain","Cartagena"
2019-10-27,"C Munoz-Mills ","ESP",3,FALSE,NA,9,0,0,33.3333333333333,2,"B","Gibraltar","Cartagena"
2019-10-30,"Ahmed Raza ","United Arab Emirates",3,FALSE,NA,9,0,0,33.3333333333333,2,"B","Scotland","Dubai (DICS)"
2019-10-30,"Junaid Siddique ","United Arab Emirates",3,FALSE,NA,10,0,0,30,2,"B","Scotland","Dubai (DICS)"
2019-11-02,"K Doriga ","Papau New Guinea",3,FALSE,NA,6,0,0,50,1,"B","Netherlands","Dubai (DICS)"
2019-11-06,"SDJJ Dima ","MOZ",3,FALSE,NA,4,0,0,75,1,"B","Malawi","Lilongwe"
2019-11-07,"Imran Ismail ","MOZ",3,FALSE,NA,4,0,0,75,2,"B","Malawi","Lilongwe"
2019-11-07,"L Emilio ","MOZ",3,FALSE,NA,2,0,0,150,2,"B","Malawi","Lilongwe"
2019-11-08,"TL Seifert ","New Zealand",3,FALSE,9,4,0,0,75,2,"B","England","Napier"
2019-11-09,"SDJJ Dima ","MOZ",3,FALSE,NA,4,0,0,75,2,"B","Malawi","Blantyre"
2019-11-10,"LRPL Taylor ","New Zealand",3,FALSE,NA,3,0,0,100,1,"B","England","Auckland"
2019-11-10,"Imran Ismail ","MOZ",3,FALSE,NA,4,0,0,75,1,"B","Malawi","Blantyre"
2019-11-10,"Muhammad Khurram ","MWest Indies",3,FALSE,NA,3,0,0,100,2,"B","Mozambique","Blantyre"
2019-11-16,"Mohammad Nabi ","Afghanistan",3,FALSE,NA,6,0,0,50,1,"B","West Indies","Lucknow"
2019-11-16,"HR Walsh ","West Indies",3,FALSE,NA,8,0,0,37.5,2,"B","Afghanistan","Lucknow"
2019-12-07,"Mohamed Rishwan ","MDV",3,FALSE,NA,10,0,0,30,2,"B","Bhutan","Kirtipur"
2019-12-09,"Ibrahim Rizan ","MDV",3,FALSE,NA,10,0,0,30,1,"B","Nepal","Kirtipur"
2019-12-09,"P Khadka ","NEP",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Maldives","Kirtipur"
2020-01-26,"C de Grandhomme ","New Zealand",3,FALSE,7,5,0,0,60,1,"B","India","Auckland"
2020-01-29,"S Dube ","India",3,FALSE,11,7,0,0,42.8571428571429,1,"B","New Zealand","Hamilton"
2020-02-12,"JL Denly ","England",3,FALSE,6,4,0,0,75,2,"B","South Africa","East London"
2020-02-13,"F Nsubuga ","UGA",3,FALSE,NA,4,0,0,75,2,"B","Qatar","Doha"
2020-02-15,"Khurram Shahzad ","QAT",3,FALSE,NA,8,0,0,37.5,2,"B","Uganda","Doha"
2020-02-15,"Mohammed Nadeem ","QAT",3,FALSE,NA,4,0,0,75,2,"B","Uganda","Doha"
2020-02-23,"DK Dahani ","Iran",3,FALSE,NA,4,0,0,75,1,"B","United Arab Emirates","Al Amerat"
2020-02-23,"Mohamed Azzam ","MDV",3,FALSE,NA,6,0,0,50,2,"B","Qatar","Al Amerat"
2020-02-23,"Anasim Khan ","BHR",3,FALSE,NA,6,0,0,50,1,"B","Oman","Al Amerat"
2020-02-24,"Suraj Kumar ","OMA",3,FALSE,NA,5,0,0,60,2,"B","Qatar","Al Amerat"
2020-02-24,"IGTR Kumara ","MDV",3,FALSE,NA,13,0,0,23.0769230769231,2,"B","Bahrain","Al Amerat"
2020-02-25,"MNR Cooray ","MDV",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Oman","Al Amerat"
2020-02-25,"IGTR Kumara ","MDV",3,FALSE,NA,12,0,0,25,1,"B","Oman","Al Amerat"
2020-02-25,"Ahmed Raza ","United Arab Emirates",3,FALSE,NA,6,0,0,50,1,"B","Saudi Arabia","Al Amerat"
2020-02-29,"Virandeep Singh ","MAS",3,FALSE,NA,8,0,0,37.5,1,"B","Nepal","Bangkok"
2020-03-01,"W Uisuk ","THA",3,FALSE,NA,6,0,0,50,1,"B","Malaysia","Bangkok"
2020-03-03,"HJ Jordaan ","THA",3,FALSE,NA,5,0,0,60,1,"B","Hong Kong","Bangkok"
2020-03-03,"Ismail Sardar ","THA",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Hong Kong","Bangkok"
2020-03-03,"Shahid Wasif ","Hong Kong",3,FALSE,NA,9,0,0,33.3333333333333,2,"B","Thailand","Bangkok"
2020-03-04,"I Udana ","Sri Lanka",3,FALSE,NA,5,0,0,60,2,"B","West Indies","Pallekele"
2020-03-06,"LJ Tucker ","Ireland",3,FALSE,NA,3,0,0,100,1,"B","Afghanistan","Greater Noida"
2020-03-08,"Vinod Kumar ","ESP",3,FALSE,NA,4,0,0,75,2,"B","Germany","Almeria"
2020-03-08,"Tauqeer Hussain ","ESP",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Germany","Almeria"
2020-03-11,"SC Williams ","Zimbabwe",3,FALSE,9,8,0,0,37.5,1,"B","Bangladesh","Mirpur"
2020-03-11,"CT Mutombodzi ","Zimbabwe",3,FALSE,10,7,0,0,42.8571428571429,1,"B","Bangladesh","Mirpur"
2020-08-21,"JA Burrows ","IOM",3,FALSE,NA,4,0,0,75,1,"B","Guernsey","St Peter Port"
2020-08-28,"S Wickramasekara ","CZK-R",3,FALSE,NA,6,0,0,50,2,"B","Luxembourg","Walferdange"
2020-08-28,"EB Knowles ","CZK-R",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Luxembourg","Walferdange"
2020-08-29,"Murid Ekrami ","BEL",3,FALSE,NA,2,0,0,150,1,"B","Luxembourg","Walferdange"
2020-08-29,"V Vijh ","LUX",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Belgium","Walferdange"
2020-08-29,"Mamoon Latif ","BEL",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Czech Rep.","Walferdange"
2020-09-08,"SPD Smith ","Australia",3,FALSE,13,4,0,0,75,2,"B","England","Southampton"
2020-09-23,"H Lakov ","BUL",3,FALSE,NA,5,0,0,60,1,"B","Malta","Sofia"
2020-10-16,"C Zavoiu ","ROM",3,FALSE,NA,10,0,0,30,2,"B","Bulgaria","Ilfov County"
2020-10-17,"Asad Ali Rehemtulla ","BUL",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Romania","Ilfov County"
2020-10-18,"S Nadigotla ","ROM",3,FALSE,NA,3,0,0,100,2,"B","Bulgaria","Ilfov County"
2020-11-08,"BRM Taylor ","Zimbabwe",3,FALSE,6,6,0,0,50,1,"B","Pakistan","Rawalpindi"
2020-11-29,"JM Bairstow ","England",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","South Africa","Paarl"
2020-12-18,"Haider Ali ","Pakistan",3,FALSE,14,5,0,0,60,1,"B","New Zealand","Auckland"
2021-02-13,"Hussain Talat ","Pakistan",3,FALSE,11,7,0,0,42.8571428571429,1,"B","South Africa","Lahore"
2021-02-25,"TL Seifert ","New Zealand",3,FALSE,13,6,0,0,50,1,"B","Australia","Dunedin"
2021-02-25,"GJ Maxwell ","Australia",3,FALSE,9,5,0,0,60,2,"B","New Zealand","Dunedin"
2021-03-05,"JDS Neesham ","New Zealand",3,FALSE,7,5,0,0,60,2,"B","Australia","Wellington"
2021-03-05,"MJ Santner ","New Zealand",3,FALSE,6,5,0,0,60,2,"B","Australia","Wellington"
2021-03-05,"LD Chandimal ","Sri Lanka",3,FALSE,14,7,0,0,42.8571428571429,1,"B","West Indies","Coolidge"
2021-03-05,"K Sinclair ","West Indies",3,FALSE,19,8,0,0,37.5,2,"B","Sri Lanka","Coolidge"
2021-03-18,"SM Curran ","England",3,FALSE,12,5,0,0,60,2,"B","India","Ahmedabad"
2021-03-30,"Mohammad Saifuddin ","BAN",3,FALSE,8,6,0,0,50,2,"B","New Zealand","Napier"
2021-04-01,"Nasum Ahmed ","BAN",3,FALSE,5,4,0,0,75,2,"B","New Zealand","Auckland"
2021-04-05,"RG Mukasa ","UGA",3,FALSE,NA,6,0,0,50,2,"B","Namibia","Windhoek"
2021-04-05,"RG Mukasa ","UGA",3,FALSE,NA,5,0,0,60,2,"B","Namibia","Windhoek"
2021-04-16,"GF Linde ","South Africa",3,FALSE,13,4,0,0,75,1,"B","Pakistan","Centurion"
2021-04-16,"Haider Ali ","Pakistan",3,FALSE,8,6,0,0,50,2,"B","South Africa","Centurion"
2021-04-19,"Ahmed Faiz ","MAS",3,FALSE,NA,5,0,0,60,1,"B","Nepal","Kirtipur"
2021-04-21,"RW Chakabva ","Zimbabwe",3,FALSE,3,2,0,0,150,2,"B","Pakistan","Harare"
2021-04-22,"S Muniandy ","MAS",3,FALSE,NA,3,0,0,100,2,"B","Nepal","Kirtipur"
2021-04-23,"RP Burl ","Zimbabwe",3,FALSE,2,4,0,0,75,1,"B","Pakistan","Harare"
2021-05-21,"Razmal Shigiwal ","AUT",3,FALSE,NA,5,0,0,60,2,"B","Luxembourg","Vinor"
2021-05-22,"A Ashokan ","CZK-R",3,FALSE,NA,4,0,0,75,1,"B","Luxembourg","Vinor"
2021-05-23,"Imran Asif ","AUT",3,FALSE,NA,3,0,0,100,2,"B","Czech Rep.","Vinor"
2021-06-23,"DM de Silva ","Sri Lanka",3,FALSE,4,4,0,0,75,1,"B","England","Cardiff"
2021-06-24,"MD Gunathilaka ","Sri Lanka",3,FALSE,9,4,0,0,75,1,"B","England","Cardiff"
2021-06-24,"N Dickwella ","Sri Lanka",3,FALSE,8,3,0,0,100,1,"B","England","Cardiff"
2021-06-24,"PW Hasaranga ","Sri Lanka",3,FALSE,14,7,0,0,42.8571428571429,1,"B","England","Cardiff"
2021-06-25,"BJ Davidson ","SRB",3,FALSE,NA,11,0,0,27.2727272727273,1,"B","Greece","Sofia"
2021-06-25,"D Nikolov ","BUL",3,FALSE,NA,5,0,0,60,1,"B","Romania","Sofia"
2021-06-26,"NR Johns-Wickberg ","SRB",3,FALSE,NA,9,0,0,33.3333333333333,1,"B","Romania","Sofia"
2021-06-26,"MDKJ Perera ","Sri Lanka",3,FALSE,20,6,0,0,50,2,"B","England","Southampton"
2021-06-27,"D Nikolov ","BUL",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Romania","Sofia"
2021-06-27,"GF Linde ","South Africa",3,FALSE,6,3,0,0,100,1,"B","West Indies","St George's"
2021-07-03,"LMP Simmons ","West Indies",3,FALSE,NA,6,0,0,50,2,"B","South Africa","St George's"
2021-07-08,"Sazzad Hosen ","BEL",3,FALSE,NA,6,0,0,50,1,"B","Malta","Marsa"
2021-07-08,"B Arora ","MLT",3,FALSE,NA,13,0,0,23.0769230769231,1,"B","Belgium","Marsa"
2021-07-09,"MA Starc ","Australia",3,FALSE,12,8,0,0,37.5,2,"B","West Indies","Gros Islet"
2021-07-10,"A Zampa ","Australia",3,FALSE,8,4,0,0,75,2,"B","West Indies","Gros Islet"
2021-07-16,"Imad Wasim ","Pakistan",3,FALSE,7,2,0,0,150,1,"B","England","Nottingham"
2021-07-20,"Imad Wasim ","Pakistan",3,FALSE,5,2,0,0,150,1,"B","England","Manchester"
2021-07-22,"HT Tector ","Ireland",3,FALSE,3,3,0,0,100,2,"B","South Africa","Belfast"
2021-07-23,"T Marumani ","Zimbabwe",3,FALSE,9,5,0,0,60,1,"B","Bangladesh","Harare"
2021-07-24,"Imran Asif ","AUT",3,FALSE,NA,3,0,0,100,1,"B","Belgium","Waterloo"
2021-07-24,"Muhammad Muneeb ","BEL",3,FALSE,NA,4,0,0,75,1,"B","Austria","Waterloo"
2021-07-24,"Maqsood Ahmad ","BEL",3,FALSE,NA,6,0,0,50,1,"B","Austria","Waterloo"
2021-07-25,"Mohammad Naim ","BAN",3,FALSE,13,7,0,0,42.8571428571429,2,"B","Zimbabwe","Harare"
2021-07-25,"C Karunaratne ","Sri Lanka",3,FALSE,7,4,0,0,75,2,"B","India","Colombo (RPS)"
2021-07-28,"MD Shanaka ","Sri Lanka",3,FALSE,12,6,0,0,50,2,"B","India","Colombo (RPS)"
2021-08-03,"Nurul Hasan ","BAN",3,FALSE,11,4,0,0,75,1,"B","Australia","Mirpur"
2021-08-04,"AJ Turner ","Australia",3,FALSE,14,7,0,0,42.8571428571429,1,"B","Bangladesh","Mirpur"
2021-08-05,"S Waqas Ahmed ","NOR",3,FALSE,NA,6,0,0,50,1,"B","Germany","Krefeld"
2021-08-06,"Shamim Hossain ","BAN",3,FALSE,9,8,0,0,37.5,1,"B","Australia","Mirpur"
2021-08-07,"Usman Shahid ","Fran",3,FALSE,NA,5,0,0,60,2,"B","Germany","Krefeld"
2021-08-07,"Shamim Hossain ","BAN",3,FALSE,15,6,0,0,50,1,"B","Australia","Mirpur"
2021-08-09,"DT Christian ","Australia",3,FALSE,4,3,0,0,100,2,"B","Bangladesh","Mirpur"
2021-08-09,"AT Carey ","Australia",3,FALSE,14,7,0,0,42.8571428571429,2,"B","Bangladesh","Mirpur"
2021-08-09,"MC Henriques ","Australia",3,FALSE,8,7,0,0,42.8571428571429,2,"B","Bangladesh","Mirpur"
2021-08-14,"Abdul Hashmi ","DEN",3,FALSE,NA,5,0,0,60,1,"B","Sweden","Brondby"
2021-08-14,"Abdul Hashmi ","DEN",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Sweden","Brondby"
2021-08-15,"Aftab Ahmed (2) ","DEN",3,FALSE,NA,11,0,0,27.2727272727273,2,"B","Sweden","Brondby"
2021-08-20,"E Packard ","GIBR",3,FALSE,NA,10,0,0,30,1,"B","Malta","Albergaria"
2021-08-21,"Amjad Sher ","FIN",3,FALSE,NA,3,0,0,100,2,"B","Sweden","Kerava"
2021-08-21,"L Bruce ","GIBR",3,FALSE,NA,2,0,0,150,2,"B","Portugal","Albergaria"
2021-08-21,"RJ Hatchman ","GIBR",3,FALSE,NA,6,0,0,50,2,"B","Portugal","Albergaria"
2021-08-21,"Qudratullah Mir Afzail ","SWE",3,FALSE,NA,8,0,0,37.5,1,"B","Finland","Kerava"
2021-08-21,"G Chaturvedi ","MLT",3,FALSE,NA,5,0,0,60,1,"B","Gibraltar","Albergaria"
2021-08-27,"C Campher ","Ireland",3,FALSE,4,4,0,0,75,2,"B","Zimbabwe","Dublin"
2021-09-01,"AY Patel ","New Zealand",3,FALSE,4,6,0,0,50,1,"B","Bangladesh","Mirpur"
2021-09-01,"JA Duffy ","New Zealand",3,FALSE,9,5,0,0,60,1,"B","Bangladesh","Mirpur"
2021-09-02,"Basil George ","MLT",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Luxembourg","Ilfov County"
2021-09-02,"Haroon Mughal ","MLT",3,FALSE,NA,3,0,0,100,1,"B","Luxembourg","Ilfov County"
2021-09-03,"S Wickramasekara ","CZK-R",3,FALSE,NA,3,0,0,100,2,"B","Romania","Ilfov County"
2021-09-03,"J Albin ","BUL",3,FALSE,NA,4,0,0,75,1,"B","Malta","Ilfov County"
2021-09-03,"Afif Hossain ","BAN",3,FALSE,3,3,0,0,100,1,"B","New Zealand","Mirpur"
2021-09-03,"Ali Yalmaz ","HUN",3,FALSE,NA,5,0,0,60,2,"B","Romania","Ilfov County"
2021-09-03,"M Fontaine ","HUN",3,FALSE,NA,3,0,0,100,2,"B","Romania","Ilfov County"
2021-09-04,"JB Little ","Ireland",3,FALSE,9,4,0,0,75,2,"B","Zimbabwe","Bready"
2021-09-05,"Mahmudullah ","BAN",3,FALSE,11,7,0,0,42.8571428571429,2,"B","New Zealand","Mirpur"
2021-09-10,"PD Hennessy ","ESP",3,FALSE,NA,10,0,0,30,1,"B","Germany","Almeria"
2021-09-10,"Mushfiqur Rahim ","BAN",3,FALSE,10,8,0,0,37.5,2,"B","New Zealand","Mirpur"
2021-09-10,"DM Nakrani ","UGA",3,FALSE,NA,5,0,0,60,2,"B","Kenya","Entebbe"
2021-09-11,"Talha Khan ","GER",3,FALSE,NA,4,0,0,75,1,"B","Spain","Almeria"
2021-09-11,"H Srinivasan ","GER",3,FALSE,NA,8,0,0,37.5,1,"B","Spain","Almeria"
2021-09-11,"P Aho ","NGA",3,FALSE,NA,4,0,0,75,2,"B","Uganda","Entebbe"
2021-09-11,"VD Adewoye ","NGA",3,FALSE,NA,4,0,0,75,2,"B","Uganda","Entebbe"
2021-09-11,"VB Chikkannaiah ","GER",3,FALSE,NA,6,0,0,50,1,"B","Spain","Almeria"
2021-09-15,"T Marumani ","Zimbabwe",3,FALSE,10,9,0,0,33.3333333333333,2,"B","Scotland","Edinburgh"
2021-10-07,"A Balbirnie ","Ireland",3,FALSE,NA,8,0,0,37.5,2,"B","United Arab Emirates","ICCA Dubai"
2021-10-07,"Tejwinder Singh ","CYP",3,FALSE,NA,4,0,0,75,1,"B","Isle of Man","Episkopi"
2021-10-08,"BLCS Kumara ","CYP",3,FALSE,NA,4,0,0,75,1,"B","Estonia","Episkopi"
2021-10-15,"FA Klokker ","DEN",3,FALSE,NA,6,0,0,50,1,"B","Italy","Almeria"
2021-10-15,"Musa Shaheen ","DEN",3,FALSE,NA,10,0,0,30,1,"B","Italy","Almeria"
2021-10-15,"Delawar Khan ","DEN",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Italy","Almeria"
2021-10-16,"M Akayezu ","RWN",3,FALSE,8,4,0,0,75,1,"B","Ghana","Rwanda"
2021-10-16,"Z Bimenyimana ","RWN",3,FALSE,8,4,0,0,75,1,"B","Ghana","Rwanda"
2021-10-16,"JK Vifah ","GHA",3,FALSE,9,5,0,0,60,2,"B","Rwanda","Rwanda"
2021-10-16,"AAA Patel ","LES",3,FALSE,17,10,0,0,30,2,"B","Swaziland","Kigali"
2021-10-16,"Musa Shaheen ","DEN",3,FALSE,NA,9,0,0,33.3333333333333,1,"B","Germany","Almeria"
2021-10-17,"Shehzad Patel ","SWA",3,FALSE,5,6,0,0,50,1,"B","Malawi","Kigali"
2021-10-17,"S Kubheka ","SWA",3,FALSE,7,6,0,0,50,1,"B","Malawi","Kigali"
2021-10-17,"Lucky Ali ","DEN",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Jersey","Almeria"
2021-10-17,"Musa Shaheen ","DEN",3,FALSE,NA,4,0,0,75,2,"B","Jersey","Almeria"
2021-10-17,"SK Atai ","Papau New Guinea",3,FALSE,11,5,0,0,60,1,"B","Oman","Al Amerat"
2021-10-17,"E Sebareme ","RWN",3,FALSE,9,3,0,0,100,2,"B","Uganda","Kigali"
2021-10-17,"K Irakoze ","RWN",3,FALSE,5,6,0,0,50,2,"B","Uganda","Kigali"
2021-10-18,"JN Loftie-Eaton ","Namibia",3,FALSE,11,6,0,0,50,1,"B","Sri Lanka","Abu Dhabi"
2021-10-19,"Sami Sohail ","MWest Indies",3,FALSE,10,11,0,0,27.2727272727273,1,"B","Ghana","Rwanda"
2021-10-19,"Maaz Khan ","LES",3,FALSE,18,8,0,0,37.5,1,"B","Uganda","Kigali"
2021-10-19,"SA Ahmad ","DEN",3,FALSE,NA,5,0,0,60,2,"B","Italy","Almeria"
2021-10-19,"S Thanikaithasan ","DEN",3,FALSE,NA,6,0,0,50,2,"B","Italy","Almeria"
2021-10-19,"C Brennan ","JER",3,FALSE,NA,11,0,0,27.2727272727273,2,"B","Germany","Almeria"
2021-10-19,"Nurul Hasan ","BAN",3,FALSE,10,4,0,0,75,1,"B","Oman","Al Amerat"
2021-10-20,"GK Berg ","ITA",3,FALSE,NA,8,0,0,37.5,1,"B","Jersey","Almeria"
2021-10-20,"AJ Ayannaike ","NGA",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Sierra Leone","Lagos"
2021-10-20,"SA Okpe ","NGA",3,FALSE,NA,6,0,0,50,1,"B","Sierra Leone","Lagos"
2021-10-20,"P Vekaria ","RWN",3,FALSE,3,1,0,0,300,1,"B","Lesotho","Kigali"
2021-10-20,"HT Tector ","Ireland",3,FALSE,7,6,0,0,50,2,"B","Sri Lanka","Abu Dhabi"
2021-10-21,"RB Patel ","UGA",3,FALSE,10,6,0,0,50,1,"B","Ghana","Rwanda"
2021-10-21,"JK Vifah ","GHA",3,FALSE,6,7,0,0,42.8571428571429,2,"B","Uganda","Rwanda"
2021-10-21,"JK Theodore ","GHA",3,FALSE,13,8,0,0,37.5,2,"B","Uganda","Rwanda"
2021-10-21,"KV Morea ","Papau New Guinea",3,FALSE,17,6,0,0,50,2,"B","Bangladesh","Al Amerat"
2021-10-21,"OE Olaleye ","NGA",3,FALSE,NA,10,0,0,30,1,"B","Sierra Leone","Lagos"
2021-10-21,"DG Blampied ","JER",3,FALSE,NA,4,0,0,75,2,"B","Denmark","Almeria"
2021-10-21,"KH Prajapati ","OMA",3,FALSE,12,8,0,0,37.5,1,"B","Scotland","Al Amerat"
2021-10-23,"SSM Stanislaus ","MLT",3,FALSE,NA,5,0,0,60,2,"B","Switzerland","Marsa"
2021-10-23,"Aaftab Alam Khan ","MLT",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Switzerland","Marsa"
2021-10-23,"Sulaiman Ali ","BUL",3,FALSE,NA,4,0,0,75,1,"B","Malta","Marsa"
2021-10-23,"LMP Simmons ","West Indies",3,FALSE,13,7,0,0,42.8571428571429,1,"B","England","Dubai (DICS)"
2021-10-23,"R Rampaul ","West Indies",3,FALSE,10,8,0,0,37.5,1,"B","England","Dubai (DICS)"
2021-10-23,"MM Ali ","England",3,FALSE,7,4,0,0,75,2,"B","West Indies","Dubai (DICS)"
2021-10-24,"CJ Delany ","GIBR",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Bulgaria","Marsa"
2021-10-24,"P Hatchman ","GIBR",3,FALSE,NA,5,0,0,60,1,"B","Bulgaria","Marsa"
2021-10-24,"IO Okpe ","NGA",3,FALSE,NA,5,0,0,60,1,"B","Sierra Leone","Lagos"
2021-10-24,"D Gim ","NGA",3,FALSE,NA,5,0,0,60,1,"B","Sierra Leone","Lagos"
2021-10-24,"L Lamin ","Sri LankaE",3,FALSE,NA,5,0,0,60,2,"B","Nigeria","Lagos"
2021-10-24,"KL Rahul ","India",3,FALSE,15,8,0,0,37.5,1,"B","Pakistan","Dubai (DICS)"
2021-10-26,"A Gbla ","Sri LankaE",3,FALSE,NA,12,0,0,25,2,"B","Nigeria","Lagos"
2021-10-27,"Ibrahim Hassan ","MDV",3,FALSE,NA,8,0,0,37.5,1,"B","Bahrain","Doha"
2021-10-27,"MRJ Watt ","Scotland",3,FALSE,9,6,0,0,50,1,"B","Namibia","Abu Dhabi"
2021-10-28,"S Veerapathiran ","BHR",3,FALSE,NA,3,0,0,100,1,"B","Saudi Arabia","Doha"
2021-10-28,"Abdul Waheed ","KSA",3,FALSE,NA,8,0,0,37.5,2,"B","Bahrain","Doha"
2021-10-29,"MM Sarwar ","KUW",3,FALSE,NA,3,0,0,100,1,"B","Qatar","Doha"
2021-10-30,"WIA Fernando ","Sri Lanka",3,FALSE,12,5,0,0,60,1,"B","South Africa","Sharjah"
2021-10-30,"PVD Chameera ","Sri Lanka",3,FALSE,10,4,0,0,75,1,"B","South Africa","Sharjah"
2021-10-31,"HN Ya France ","Namibia",3,FALSE,9,5,0,0,60,2,"B","Afghanistan","Abu Dhabi"
2021-11-02,"Zahid Khan ","Sri LankaE",3,FALSE,4,7,0,0,42.8571428571429,2,"B","Botswana","Rwanda"
2021-11-02,"AL Kerai ","Sri LankaE",3,FALSE,16,14,0,0,21.4285714285714,2,"B","Botswana","Rwanda"
2021-11-02,"Mahmudullah ","BAN",3,FALSE,16,9,0,0,33.3333333333333,1,"B","South Africa","Abu Dhabi"
2021-11-02,"Taskin Ahmed ","BAN",3,FALSE,11,5,0,0,60,1,"B","South Africa","Abu Dhabi"
2021-11-02,"SF Nhavotso ","MOZ",3,FALSE,8,5,0,0,60,2,"B","Tanzania","Rwanda"
2021-11-03,"RGA Amah ","CAM",3,FALSE,12,4,0,0,75,2,"B","Mozambique","Rwanda"
2021-11-03,"JC Darji ","TAN",3,FALSE,15,7,0,0,42.8571428571429,2,"B","Sierra Leone","Rwanda"
2021-11-05,"MG Erasmus ","Namibia",3,FALSE,11,4,0,0,75,2,"B","New Zealand","Sharjah"
2021-11-05,"Zahid Khan ","Sri LankaE",3,FALSE,10,5,0,0,60,2,"B","Mozambique","Rwanda"
2021-11-05,"J Bangura ","Sri LankaE",3,FALSE,18,11,0,0,27.2727272727273,2,"B","Mozambique","Rwanda"
2021-11-06,"ZE Matsinhe ","MOZ",3,FALSE,6,5,0,0,60,2,"B","Botswana","Rwanda"
2021-11-06,"JB Abega ","CAM",3,FALSE,6,7,0,0,42.8571428571429,2,"B","Tanzania","Rwanda"
2021-11-07,"AN Toube ","CAM",3,FALSE,8,6,0,0,50,1,"B","Sierra Leone","Rwanda"
2021-11-07,"Rashid Khan ","Afghanistan",3,FALSE,10,7,0,0,42.8571428571429,1,"B","New Zealand","Abu Dhabi"
2021-11-07,"V Balakrishnan ","BOT",3,FALSE,9,4,0,0,75,2,"B","Tanzania","Rwanda"
2021-11-08,"KS Leverock ","BER",3,FALSE,NA,3,0,0,100,2,"B","United States of America","North Sound"
2021-11-10,"Yusuf Bhoola ","PAN",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Argentina","North Sound"
2021-11-11,"KK Tillett ","Blz",3,FALSE,NA,4,0,0,75,2,"B","Bahamas","North Sound"
2021-11-13,"SP Guzman ","PAN",3,FALSE,NA,10,0,0,30,1,"B","Bahamas","Coolidge"
2021-11-17,"A Shreshta ","NGA",3,FALSE,8,7,0,0,42.8571428571429,2,"B","Uganda","Rwanda"
2021-11-18,"HA Chohan ","TAN",3,FALSE,4,4,0,0,75,1,"B","Kenya","Rwanda"
2021-11-19,"JDS Neesham ","New Zealand",3,FALSE,20,12,0,0,25,1,"B","India","Ranchi"
2021-11-20,"Mahedi Hasan ","BAN",3,FALSE,11,8,0,0,37.5,1,"B","Pakistan","Mirpur"
2021-11-20,"IO Okpe ","NGA",3,FALSE,12,8,0,0,37.5,2,"B","Tanzania","Kigali"
2021-11-21,"JDS Neesham ","New Zealand",3,FALSE,14,7,0,0,42.8571428571429,2,"B","India","Eden Gardens"
2021-11-22,"Aminul Islam ","BAN",3,FALSE,3,2,0,0,150,1,"B","Pakistan","Mirpur"
2021-12-23,"MR Adair ","Ireland",3,FALSE,6,4,0,0,75,1,"B","United States of America","Lauderhill"
2022-01-30,"PD Salt ","England",3,FALSE,9,6,0,0,50,2,"B","West Indies","Bridgetown"
2022-02-13,"Basil Hameed ","United Arab Emirates",3,FALSE,NA,3,0,0,100,1,"B","Ireland","Al Amerat"
